timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,covid,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
4/21/25 19:37,67e32e6e3c45b8246a0af9fc,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"More than $150,000",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Introverted,Confident,reading books,1,Trust,Career growth,weading,respect,supprise my family,"1,2,3","1,2,3"
4/21/25 19:37,675c7d17ba2c505d67f1b97a,35-44,Female,Christian and Spiritual,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Very liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Integrity,"Extroverted, Thoughtful, Outgoing, Analytical","Reserved, Neutral",Reading,2,"Fun, Loyalty",Financial stability,The birth of my first child,Positivity,Do something nice for my child for Spring Break.,"like-post: 2, 8, 10","like-post: 1, add-note: 29 for fact-checking"
4/21/25 19:37,6150f3191250f2a12a607e82,65-74,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,Integrity,Extroverted,Reserved,reading,9,"Intellectual connection, Emotional connection",Family,birth of first child,compassion,buy myself new tennis shoes,"ignore 1, 3, 6, 7, 8, 9, 10  like 4, 5","like: 11, 13, 26   add-note: 20, 29: the post contains misinformation  ignore: 12, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 30"
4/21/25 19:38,67e179670eb61f2cda112eaf,18-24,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$40,000 - $49,999",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Extroverted,Friendly,Cooking,2,"Fun, Loyalty",Financial stability,Having my child,loyalty,Invest in crypto or trade,"like: 3,5,7
share: 4,8,9
comment: 10 misleading information
add-note: 1,2 more explanation please","like-post: 11,14,20,22
share-post: 12,13,20
comment-post: 15 rest in peace paddy hill
add-note: 29 why experiment vaccines on humans?"
4/21/25 19:38,67f03209ccb6f27a49e7903d,65-74,Female,No Religion,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$60,000 - $69,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Integrity,Thoughtful,Confident,Spending time with family.,2,"Trust, Loyalty",Family,Giving birth to my children.,Thoughtfulness.,Donate some and spend the rest with family.,"Like-post: 1,3, 8
Share-post 2, 9
comment-post: 9: Love this.","Like-post: 22, 24
Share-post: 27, 28, 30
Comment-post: 26: Information like this should be verified before making public."
4/21/25 19:38,62b9c2f1e55fe9f17dfedc5d,45-54,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Rural,"$10,000 - $19,999",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,Integrity,Introverted,Reserved,Travel,5,Trust,Financial stability,One of the most meaningful events was the opportunity to help someone in need,I value people who have compassion for others,I would save it,"like post 2, 9",like post 22
4/21/25 19:39,67f157bce77992678f9b9f5a,45-54,Male,Spiritual but not religious,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$70,000 - $79,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,Extroverted,Friendly,Reading ,1,"Trust, Loyalty",Family,When I got my Doctoral Degree.,Loyalty and honesty.,I would give it to charity.,"Like-post: 1, 2, 3, 5, 6, 7, 8, 9. Share-post: 2, 5, 6. Comment-post: 1: Bro… we really putting Netflix on microwaves now? Comment-post: 5: This lineup is wild. Chaos everywhere online in 2024. Comment-post: 7: Honestly might try this sleep tech. My sleep's been trash lately. Comment-post: 8: Time to binge Severance again while it's free! 🔥 Add-note: 10: This is misinformation. COVID vaccines still offer protection, including against Omicron. Boosters were updated for new variants. Ignore: 4, 10.","Like-post: 11, 12, 13, 14, 15, 18, 19, 22, 24, 26, 27, 28, 30. Share-post: 11, 12, 14, 24, 26. Comment-post: 26: Wild how one handshake decades ago shaped where we are now. Carter really changed the game with China. Add-note: 20: Nope, this one’s totally false. Wisconsin didn’t have more votes than voters in 2020—tons of fact-checks confirm that. Add-note: 29: Not true. Life insurance still pays out even if someone got the COVID shot. This rumor’s been busted plenty of times. Ignore: 16, 17, 21, 23, 25."
4/21/25 19:39,67eab991092b76c430986172,25-34,Male,Christianity,Black or African American,Doctorate degree (PhD/other),English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition, Independence","Introverted, Thoughtful, Analytical","Friendly, Reserved, Neutral",running,1,"Trust, Fun, Loyalty",Personal development,One of the most meaningful events in my life was reconnecting with someone I had strong feelings for in the past. ,loyalty,I would use it to pay off a few small bills,"like-post: 1, 2, 3, 7, 8
share-post: 2, 8
1: A 27-inch display in a microwave? Unbelievable, and yet it's also great for doing multiple things at the same time.
2: This is a good price for Series 10—you should definitely consider buying one right now!
7: Technologies that help us sleep are exceptional. Good sleep =isgood life.
10: This statement is incorrect. COVID-19 vaccines and the boosters that you get after vaccination have been proved to give you protection even if the variants, such as Omicron, are the ones causing the infection. If a person gets very sick with the coronavirus, the vaccination can still serve its function pretty well

","like-post: 11, 12, 13, 14, 15, 21, 22, 24, 26, 30

share-post: 12, 14, 21, 26

comment-post: 21: It really warms your heart when you come across tributes to such great minds. Their creativity is not gone and the things they have done will serve as an inspiration to many others.
comment-post: 30: The creative Lou Wallace has a fantastic feeling of timelessness expressed in his movies and the one with the lovely dog. It would be good to have the British flavour still the same in the jokes.
add-note: 20:Wisconsin election officials have invalidated the claim. They maintain that the ballot count was not higher than the number of voters on the list according to them.
"
4/21/25 19:39,678d740cc2e4b4cd6e5a48a8,35-44,Male,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Socializing,"Integrity, Compassion, Ambition","Extroverted, Thoughtful, Outgoing","Confident, Friendly",Watching English Premier League,3,"Trust, Loyalty, Intellectual connection, Emotional connection",Financial stability,When i got saved  as a Christian,Trust ,Donate it to the needy for feeding programs,"like post: 1,8,9
share post: 1,2,9
comment post: 5 : Very true
add note: 4; Contains misinformation.","like-post: 11, 12
share-post: 20
comment-post: 28: Fully deserved.
add-note: 21; This post contains some misinformation"
4/21/25 19:40,5e40c06ac0507c307ee951eb,18-24,Male,Christianity,Hispanic or Latino,High school diploma/A-levels,"English, Spanish",Suburban,"$20,000 - $29,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Exercising / working out,Compassion,Extroverted,"Reserved, Neutral, Awkward",Fishing,3,Shared experiences,Financial stability,Graduating High School probably,Energy,Put it in my checking account,"like post: 1, 2,3, 4, 8, 9
Ignore: 5, 6, 7, 10","like: 12, 14, 20, 29
ignore: the rest of them"
4/21/25 19:40,67f1865fd01a13d73235b647,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Introverted,Reserved,playing the piano,1,"Trust, Loyalty, Intellectual connection",Family,my graduation,genuiness,get an i phone smartwatch,misinformed,action
4/21/25 19:40,67e9c0ac4df4f1277c9a299b,45-54,Female,Christianity,Asian,Undergraduate degree (BA/BSc/other),English,Suburban,"$20,000 - $29,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,family care,Introverted,Neutral,reading ,2,"Trust, Shared experiences",Financial stability,getting married ,honesty,save to pay bills,"like-post : 3,4,7,8
share-post : 7,8
comment-post : 3,7
add-note : 8 : for those who need to watch SEVERANCE, here's your chance!","like-post : 13,17,18,19
share : 17, 18
comment-post : 21: as an avid reader, cinephile and musician  I am deeply saddened by their passing but am mostly curious to know which among our great artists have passed away. It would be a benefit to readers to get more context as to what this article is all about. Don't leave us guessing/ wondering. 
comment-post : 29 : this is an outrage! why would the government mandate every single individual to receive theses vaccines if these are just experimental!??? are we lab rats?!? Life  insurance should pay for this as long as the individual pays the premium. IS THERE A CLAUSE in the policy saying otherwise? This is not right!"
4/21/25 19:40,67f03733938aa3f0d17ce8a8,35-44,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$50,000 - $59,999",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition",Introverted,"Confident, Friendly",Hiking,2,"Fun, Intellectual connection",Financial stability,My marriage,integrity,Donate part of the money and invest the other half ,"like-post: 1, 2, 3, 7
share-post: 2, 7, 8
comment-post: 1: A 27-inch screen on a microwave feels both ridiculous and absolutely necessary.
comment-post: 7: This sounds like a dream for hot sleepers like me. Might finally sleep through the night.
add-note: 10: This is misinformation. COVID-19 vaccines and boosters provide significant protection, including against omicron, especially against severe illness and hospitalization.
ignore-post: 4, 5, 6, 9","like-post: 11, 12, 13, 14, 15, 21, 22, 24, 26, 30
share-post: 11, 12, 14, 22, 24, 26, 30
comment-post: 11: Such strength and grace in speaking out Myleene Klass is helping so many by breaking the silence around miscarriage.
comment-post: 12: Their strength in the face of tragedy is inspiring. So glad their work is being recognized.
comment-post: 30: Wallace & Gromit forever! Can’t wait to ee what Netflix does with this new adventure 🧀🐶
add-note: 20: This is misinformation. According to official election data, the number of votes in Wisconsin in 2020 did not exceed the number of registered voters.
add-note: 29: This claim is false. Life insurane companies do cover deaths after COVID-19 vaccination. Vaccines are not classified as experimental under insurance policy terms.
ignore-post: 16, 17, 18, 19, 23, 25"
4/21/25 19:40,67b6527c2942ff8f2697ebe7,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Ambition,Outgoing,Reserved,writing,3,"Trust, Loyalty",Financial stability,having my children,honesty,buy a gift for last child,"like-post: 1,2,3
share-post:4, 6, 9
comment-post:7, 8:  Sounds like fun
add-note:10: There is no scientific backing for this
Ignore:5,  8","like-post: 11, 12, 13,
share-post:16, 18, 19, 20, 21, 24 25, 
comment-post: 13: About time: 17: Terrible news
add-note: 26: no verification
Ignore: 25, 27, 29, 14, 15"
4/21/25 19:41,606f9bca353fc36aba9ccb8b,25-34,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$50,000 - $59,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Relaxing by yourself,Integrity,Introverted,Awkward,Reading,5,"Intellectual connection, Emotional connection",Financial stability,Getting married ,Connection,Take my wife out to dinner. ,"like-post: 1, 2, 3
share-post: 2, 3
add-note: 1: the article contains misinformation",I honestly wouldn’t interact at all. 
